"coder","category","item","code"
0,"industry","88_industry3","[{""text"":""Child day care services""}]"
0,"industry","88_industry4","[{""text"":""Clothing stores""},{""text"":""Used merchandise stores""}]"
0,"industry","88_industry5","[{""text"":""Metal ore mining""},{""text"":""Oil and gas extraction""}]"
0,"type-Comparison","88_type1",true
0,"type-Cause/Effect","88_type1",false
0,"type-Global Pattern","88_type1",true
0,"type","88_type1","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","88_type2",true
0,"type-Cause/Effect","88_type2",false
0,"type-Global Pattern","88_type2",false
0,"type","88_type2","[{""text"":""Comparison""}]"
0,"type-Comparison","88_type3",false
0,"type-Cause/Effect","88_type3",true
0,"type-Global Pattern","88_type3",true
0,"type","88_type3","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"type-Comparison","88_type4",true
0,"type-Cause/Effect","88_type4",false
0,"type-Global Pattern","88_type4",true
0,"type","88_type4","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","88_type5",false
0,"type-Cause/Effect","88_type5",false
0,"type-Global Pattern","88_type5",true
0,"type","88_type5","[{""text"":""Global Pattern""}]"
0,"industry","89_industry1","[{""text"":""Florists""}]"
0,"industry","89_industry2","[{""text"":""Bookstores and news dealers""}]"
0,"industry","89_industry3","[{""text"":""Apparel manufacturing""}]"
0,"industry","89_industry4","[{""text"":""Oil and gas extraction""}]"
0,"industry","89_industry5","[{""text"":""Electronic shopping and auctions""}]"
0,"type-Comparison","89_type1",false
0,"type-Cause/Effect","89_type1",false
0,"type-Global Pattern","89_type1",true
0,"type","89_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","89_type2",false
0,"type-Cause/Effect","89_type2",false
0,"type-Global Pattern","89_type2",true
0,"type","89_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","89_type3",false
0,"type-Cause/Effect","89_type3",false
0,"type-Global Pattern","89_type3",true
0,"type","89_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","89_type4",false
0,"type-Cause/Effect","89_type4",false
0,"type-Global Pattern","89_type4",true
0,"type","89_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","89_type5",false
0,"type-Cause/Effect","89_type5",false
0,"type-Global Pattern","89_type5",true
0,"type","89_type5","[{""text"":""Global Pattern""}]"
0,"industry","90_industry1","[{""text"":""Building finishing contractors (drywall, painting)""}]"
0,"industry","90_industry2","[{""text"":""Telecommunications resellers, satellite and VoIP""},{""text"":""Wired telecommunications carriers""},{""text"":""Wireless telecommunications carriers""}]"
0,"industry","90_industry3","[{""text"":""Nail salons""}]"
0,"industry","90_industry4","[{""text"":""Commercial banking""}]"
0,"type-Comparison","90_type1",false
0,"type-Cause/Effect","90_type1",false
0,"type-Global Pattern","90_type1",true
0,"type","90_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","90_type2",false
0,"type-Cause/Effect","90_type2",false
0,"type-Global Pattern","90_type2",true
0,"type","90_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","90_type3",false
0,"type-Cause/Effect","90_type3",false
0,"type-Global Pattern","90_type3",true
0,"type","90_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","90_type4",false
0,"type-Cause/Effect","90_type4",false
0,"type-Global Pattern","90_type4",true
0,"type","90_type4","[{""text"":""Global Pattern""}]"
0,"industry","91_industry1","[{""text"":""General medical and surgical hospitals""},{""text"":""Group Mention""},{""text"":""Medical equipment and supply manufacturing""},{""text"":""Medical laboratories""}]"
0,"industry","91_industry2","[{""text"":""Electronic shopping and auctions""}]"
0,"industry","91_industry3","[{""text"":""Group Mention""}]"
0,"industry","91_industry4","[{""text"":""Nail salons""}]"
0,"industry","91_industry5","[]"
0,"type-Comparison","91_type1",false
0,"type-Cause/Effect","91_type1",false
0,"type-Global Pattern","91_type1",true
0,"type","91_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","91_type2",false
0,"type-Cause/Effect","91_type2",false
0,"type-Global Pattern","91_type2",true
0,"type","91_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","91_type3",false
0,"type-Cause/Effect","91_type3",false
0,"type-Global Pattern","91_type3",true
0,"type","91_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","91_type4",false
0,"type-Cause/Effect","91_type4",false
0,"type-Global Pattern","91_type4",true
0,"type","91_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","91_type5",false
0,"type-Cause/Effect","91_type5",false
0,"type-Global Pattern","91_type5",true
0,"type","91_type5","[{""text"":""Global Pattern""}]"
0,"industry","92_industry1","[]"
0,"industry","92_industry2","[{""text"":""Home health care services""}]"
0,"industry","92_industry3","[]"
0,"type-Comparison","92_type1",false
0,"type-Cause/Effect","92_type1",false
0,"type-Global Pattern","92_type1",true
0,"type","92_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","92_type2",false
0,"type-Cause/Effect","92_type2",false
0,"type-Global Pattern","92_type2",true
0,"type","92_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","92_type3",false
0,"type-Cause/Effect","92_type3",false
0,"type-Global Pattern","92_type3",false
0,"type","92_type3","[]"
0,"industry","93_industry1","[{""text"":""Electronic shopping and auctions""}]"
0,"industry","93_industry2","[{""text"":""Plastics and rubber product manufacturing""}]"
0,"industry","93_industry3","[{""text"":""Mortgage and nonmortgage loan brokers""}]"
0,"industry","93_industry4","[{""text"":""Casinos, except casino hotels""}]"
0,"industry","93_industry5","[{""text"":""Telecommunications resellers, satellite and VoIP""},{""text"":""Wired telecommunications carriers""},{""text"":""Wireless telecommunications carriers""}]"
0,"type-Comparison","93_type1",false
0,"type-Cause/Effect","93_type1",false
0,"type-Global Pattern","93_type1",true
0,"type","93_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","93_type2",false
0,"type-Cause/Effect","93_type2",false
0,"type-Global Pattern","93_type2",true
0,"type","93_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","93_type3",false
0,"type-Cause/Effect","93_type3",false
0,"type-Global Pattern","93_type3",true
0,"type","93_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","93_type4",false
0,"type-Cause/Effect","93_type4",false
0,"type-Global Pattern","93_type4",true
0,"type","93_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","93_type5",false
0,"type-Cause/Effect","93_type5",false
0,"type-Global Pattern","93_type5",true
0,"type","93_type5","[{""text"":""Global Pattern""}]"
0,"industry","94_industry1","[{""text"":""Bookstores and news dealers""}]"
0,"industry","94_industry2","[{""text"":""Bookstores and news dealers""}]"
0,"industry","94_industry3","[{""text"":""Electronic equipment repair and maintenance""}]"
0,"industry","94_industry4","[{""text"":""Services for the elderly and disabled""}]"
0,"industry","94_industry5","[{""text"":""Group Mention""},{""text"":""Nail salons""}]"
0,"type-Comparison","94_type1",false
0,"type-Cause/Effect","94_type1",true
0,"type-Global Pattern","94_type1",true
0,"type","94_type1","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"type-Comparison","94_type2",false
0,"type-Cause/Effect","94_type2",false
0,"type-Global Pattern","94_type2",true
0,"type","94_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","94_type3",false
0,"type-Cause/Effect","94_type3",true
0,"type-Global Pattern","94_type3",true
0,"type","94_type3","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"type-Comparison","94_type4",false
0,"type-Cause/Effect","94_type4",true
0,"type-Global Pattern","94_type4",true
0,"type","94_type4","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"type-Comparison","94_type5",false
0,"type-Cause/Effect","94_type5",true
0,"type-Global Pattern","94_type5",true
0,"type","94_type5","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"industry","95_industry1","[{""text"":""Real estate credit""}]"
0,"industry","95_industry2","[{""text"":""Group Mention""}]"
0,"industry","95_industry3","[{""text"":""Home health care services""}]"
0,"industry","95_industry4","[{""text"":""Television and catalog mail-order sales""}]"
0,"industry","95_industry5","[{""text"":""Oil and gas extraction""}]"
0,"type-Comparison","95_type1",false
0,"type-Cause/Effect","95_type1",false
0,"type-Global Pattern","95_type1",true
0,"type","95_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","95_type2",false
0,"type-Cause/Effect","95_type2",false
0,"type-Global Pattern","95_type2",true
0,"type","95_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","95_type3",false
0,"type-Cause/Effect","95_type3",false
0,"type-Global Pattern","95_type3",true
0,"type","95_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","95_type4",false
0,"type-Cause/Effect","95_type4",false
0,"type-Global Pattern","95_type4",true
0,"type","95_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","95_type5",false
0,"type-Cause/Effect","95_type5",false
0,"type-Global Pattern","95_type5",true
0,"type","95_type5","[{""text"":""Global Pattern""}]"
0,"industry","96_industry1","[{""text"":""Electronic shopping and auctions""}]"
0,"industry","96_industry2","[{""text"":""Nail salons""}]"
0,"industry","96_industry3","[{""text"":""Internet publishing, broadcasting, search""}]"
0,"industry","96_industry4","[{""text"":""Internet publishing, broadcasting, search""}]"
0,"industry","96_industry5","[{""text"":""Architectural services""}]"
0,"type-Comparison","96_type1",false
0,"type-Cause/Effect","96_type1",false
0,"type-Global Pattern","96_type1",true
0,"type","96_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","96_type2",false
0,"type-Cause/Effect","96_type2",false
0,"type-Global Pattern","96_type2",true
0,"type","96_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","96_type3",false
0,"type-Cause/Effect","96_type3",false
0,"type-Global Pattern","96_type3",true
0,"type","96_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","96_type4",false
0,"type-Cause/Effect","96_type4",false
0,"type-Global Pattern","96_type4",true
0,"type","96_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","96_type5",false
0,"type-Cause/Effect","96_type5",false
0,"type-Global Pattern","96_type5",true
0,"type","96_type5","[{""text"":""Global Pattern""}]"
0,"industry","97_industry1","[{""text"":""Clothing stores""},{""text"":""Group Mention""},{""text"":""Office supply and stationery stores""}]"
0,"industry","97_industry2","[{""text"":""Interior design services""},{""text"":""Real estate credit""},{""text"":""Real estate property managers""}]"
0,"industry","97_industry3","[{""text"":""Group Mention""}]"
0,"industry","97_industry4","[{""text"":""Nail salons""}]"
0,"industry","97_industry5","[{""text"":""Group Mention""},{""text"":""Oil and gas extraction""},{""text"":""Support for oil and gas operations""}]"
0,"type-Comparison","97_type1",false
0,"type-Cause/Effect","97_type1",false
0,"type-Global Pattern","97_type1",true
0,"type","97_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","97_type2",false
0,"type-Cause/Effect","97_type2",false
0,"type-Global Pattern","97_type2",true
0,"type","97_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","97_type3",false
0,"type-Cause/Effect","97_type3",false
0,"type-Global Pattern","97_type3",true
0,"type","97_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","97_type4",false
0,"type-Cause/Effect","97_type4",false
0,"type-Global Pattern","97_type4",true
0,"type","97_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","97_type5",false
0,"type-Cause/Effect","97_type5",false
0,"type-Global Pattern","97_type5",true
0,"type","97_type5","[{""text"":""Global Pattern""}]"
0,"industry","98_industry1","[{""text"":""Office supply and stationery stores""}]"
0,"industry","98_industry2","[{""text"":""General medical and surgical hospitals""}]"
0,"industry","98_industry3","[{""text"":""General medical and surgical hospitals""}]"
0,"type-Comparison","98_type1",false
0,"type-Cause/Effect","98_type1",false
0,"type-Global Pattern","98_type1",true
0,"type","98_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","98_type2",false
0,"type-Cause/Effect","98_type2",false
0,"type-Global Pattern","98_type2",true
0,"type","98_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","98_type3",false
0,"type-Cause/Effect","98_type3",false
0,"type-Global Pattern","98_type3",true
0,"type","98_type3","[{""text"":""Global Pattern""}]"
0,"industry","99_industry1","[{""text"":""Software publishers""}]"
0,"industry","99_industry2","[{""text"":""Apparel manufacturing""}]"
0,"industry","99_industry3","[{""text"":""Offices of health practitioners (chiropractors)""}]"
0,"industry","99_industry4","[{""text"":""Land subdivision""}]"
0,"type-Comparison","99_type1",false
0,"type-Cause/Effect","99_type1",false
0,"type-Global Pattern","99_type1",true
0,"type","99_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","99_type2",false
0,"type-Cause/Effect","99_type2",false
0,"type-Global Pattern","99_type2",true
0,"type","99_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","99_type3",false
0,"type-Cause/Effect","99_type3",false
0,"type-Global Pattern","99_type3",true
0,"type","99_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","99_type4",false
0,"type-Cause/Effect","99_type4",false
0,"type-Global Pattern","99_type4",true
0,"type","99_type4","[{""text"":""Global Pattern""}]"
0,"industry","100_industry1","[{""text"":""Group Mention""},{""text"":""Offices of real estate agents and brokers""},{""text"":""Real estate credit""}]"
0,"industry","100_industry2","[{""text"":""Home health care services""}]"
0,"industry","100_industry3","[{""text"":""Nail salons""}]"
0,"type-Comparison","100_type1",false
0,"type-Cause/Effect","100_type1",false
0,"type-Global Pattern","100_type1",true
0,"type","100_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","100_type2",false
0,"type-Cause/Effect","100_type2",false
0,"type-Global Pattern","100_type2",true
0,"type","100_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","100_type3",false
0,"type-Cause/Effect","100_type3",false
0,"type-Global Pattern","100_type3",true
0,"type","100_type3","[{""text"":""Global Pattern""}]"
0,"industry","101_industry1","[{""text"":""Community care facilities for the elderly""}]"
0,"industry","101_industry2","[{""text"":""Commercial machinery repair and maintenance""}]"
0,"industry","101_industry3","[{""text"":""Community, family and self-help services""}]"
0,"industry","101_industry4","[{""text"":""Musical, theater, dance, other performance companies""}]"
0,"type-Comparison","101_type1",false
0,"type-Cause/Effect","101_type1",false
0,"type-Global Pattern","101_type1",true
0,"type","101_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","101_type2",false
0,"type-Cause/Effect","101_type2",false
0,"type-Global Pattern","101_type2",true
0,"type","101_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","101_type3",false
0,"type-Cause/Effect","101_type3",false
0,"type-Global Pattern","101_type3",false
0,"type","101_type3","[]"
0,"type-Comparison","101_type4",false
0,"type-Cause/Effect","101_type4",false
0,"type-Global Pattern","101_type4",true
0,"type","101_type4","[{""text"":""Global Pattern""}]"
0,"industry","102_industry1","[{""text"":""Group Mention""},{""text"":""Internet publishing, broadcasting, search""}]"
0,"industry","102_industry2","[{""text"":""Group Mention""},{""text"":""Mortgage and nonmortgage loan brokers""},{""text"":""Processing of financial transactions""},{""text"":""Sales financing""}]"
0,"industry","102_industry3","[{""text"":""Group Mention""}]"
0,"type-Comparison","102_type1",false
0,"type-Cause/Effect","102_type1",false
0,"type-Global Pattern","102_type1",true
0,"type","102_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","102_type2",false
0,"type-Cause/Effect","102_type2",false
0,"type-Global Pattern","102_type2",true
0,"type","102_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","102_type3",false
0,"type-Cause/Effect","102_type3",false
0,"type-Global Pattern","102_type3",true
0,"type","102_type3","[{""text"":""Global Pattern""}]"
0,"industry","103_industry1","[{""text"":""Apparel manufacturing""}]"
0,"industry","103_industry2","[{""text"":""Credit card issuing""}]"
0,"industry","103_industry3","[{""text"":""Group Mention""}]"
0,"industry","103_industry4","[{""text"":""Oil and gas extraction""}]"
0,"type-Comparison","103_type1",false
0,"type-Cause/Effect","103_type1",false
0,"type-Global Pattern","103_type1",true
0,"type","103_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","103_type2",false
0,"type-Cause/Effect","103_type2",false
0,"type-Global Pattern","103_type2",true
0,"type","103_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","103_type3",false
0,"type-Cause/Effect","103_type3",false
0,"type-Global Pattern","103_type3",true
0,"type","103_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","103_type4",false
0,"type-Cause/Effect","103_type4",false
0,"type-Global Pattern","103_type4",true
0,"type","103_type4","[{""text"":""Global Pattern""}]"
0,"industry","104_industry1","[]"
0,"industry","104_industry2","[{""text"":""Bookstores and news dealers""},{""text"":""Newspaper publishers""}]"
0,"industry","104_industry3","[{""text"":""Electronic equipment repair and maintenance""}]"
0,"industry","104_industry4","[{""text"":""Group Mention""}]"
0,"industry","104_industry5","[{""text"":""Florists""}]"
0,"type-Comparison","104_type1",false
0,"type-Cause/Effect","104_type1",false
0,"type-Global Pattern","104_type1",true
0,"type","104_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","104_type2",true
0,"type-Cause/Effect","104_type2",true
0,"type-Global Pattern","104_type2",true
0,"type","104_type2","[{""text"":""Cause/Effect""},{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"type-Comparison","104_type3",false
0,"type-Cause/Effect","104_type3",false
0,"type-Global Pattern","104_type3",true
0,"type","104_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","104_type4",false
0,"type-Cause/Effect","104_type4",false
0,"type-Global Pattern","104_type4",true
0,"type","104_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","104_type5",false
0,"type-Cause/Effect","104_type5",false
0,"type-Global Pattern","104_type5",true
0,"type","104_type5","[{""text"":""Global Pattern""}]"
0,"industry","105_industry1","[{""text"":""Group Mention""}]"
0,"industry","105_industry2","[]"
0,"industry","105_industry3","[{""text"":""Nail salons""}]"
0,"industry","105_industry4","[{""text"":""Group Mention""}]"
0,"type-Comparison","105_type1",false
0,"type-Cause/Effect","105_type1",false
0,"type-Global Pattern","105_type1",true
0,"type","105_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","105_type2",false
0,"type-Cause/Effect","105_type2",false
0,"type-Global Pattern","105_type2",true
0,"type","105_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","105_type3",false
0,"type-Cause/Effect","105_type3",false
0,"type-Global Pattern","105_type3",true
0,"type","105_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","105_type4",false
0,"type-Cause/Effect","105_type4",false
0,"type-Global Pattern","105_type4",true
0,"type","105_type4","[{""text"":""Global Pattern""}]"
0,"industry","106_industry1","[{""text"":""Nail salons""}]"
0,"industry","106_industry2","[{""text"":""Electronic trade markets and brokers""}]"
0,"industry","106_industry3","[{""text"":""Oil and gas extraction""}]"
0,"industry","106_industry4","[{""text"":""Support for oil and gas operations""}]"
0,"industry","106_industry5","[]"
0,"type-Comparison","106_type1",false
0,"type-Cause/Effect","106_type1",false
0,"type-Global Pattern","106_type1",true
0,"type","106_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","106_type2",false
0,"type-Cause/Effect","106_type2",false
0,"type-Global Pattern","106_type2",true
0,"type","106_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","106_type3",false
0,"type-Cause/Effect","106_type3",false
0,"type-Global Pattern","106_type3",true
0,"type","106_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","106_type4",false
0,"type-Cause/Effect","106_type4",false
0,"type-Global Pattern","106_type4",true
0,"type","106_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","106_type5",false
0,"type-Cause/Effect","106_type5",false
0,"type-Global Pattern","106_type5",true
0,"type","106_type5","[{""text"":""Global Pattern""}]"
0,"industry","107_industry1","[{""text"":""Data processing, web hosting and related services""},{""text"":""Electronic shopping and auctions""}]"
0,"industry","107_industry2","[{""text"":""Real estate credit""}]"
0,"industry","107_industry3","[{""text"":""Group Mention""},{""text"":""Nail salons""},{""text"":""Pet boarding, grooming and training""}]"
0,"industry","107_industry4","[{""text"":""Gift, novelty and souvenir stores""},{""text"":""Office supply and stationery stores""}]"
0,"industry","107_industry5","[{""text"":""Home health care services""}]"
0,"type-Comparison","107_type1",false
0,"type-Cause/Effect","107_type1",false
0,"type-Global Pattern","107_type1",true
0,"type","107_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","107_type2",false
0,"type-Cause/Effect","107_type2",false
0,"type-Global Pattern","107_type2",true
0,"type","107_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","107_type3",false
0,"type-Cause/Effect","107_type3",false
0,"type-Global Pattern","107_type3",true
0,"type","107_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","107_type4",false
0,"type-Cause/Effect","107_type4",true
0,"type-Global Pattern","107_type4",true
0,"type","107_type4","[{""text"":""Cause/Effect""},{""text"":""Global Pattern""}]"
0,"type-Comparison","107_type5",true
0,"type-Cause/Effect","107_type5",false
0,"type-Global Pattern","107_type5",true
0,"type","107_type5","[{""text"":""Comparison""},{""text"":""Global Pattern""}]"
0,"industry","108_industry1","[{""text"":""Nail salons""}]"
0,"industry","108_industry2","[{""text"":""Accounting and bookkeeping services""}]"
0,"industry","108_industry3","[{""text"":""Book publishers (and those that also publish e-books)""},{""text"":""Bookstores and news dealers""},{""text"":""Newspaper publishers""}]"
0,"type-Comparison","108_type1",false
0,"type-Cause/Effect","108_type1",false
0,"type-Global Pattern","108_type1",true
0,"type","108_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","108_type2",false
0,"type-Cause/Effect","108_type2",false
0,"type-Global Pattern","108_type2",true
0,"type","108_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","108_type3",false
0,"type-Cause/Effect","108_type3",false
0,"type-Global Pattern","108_type3",true
0,"type","108_type3","[{""text"":""Global Pattern""}]"
0,"industry","109_industry1","[{""text"":""Group Mention""}]"
0,"industry","109_industry2","[{""text"":""Group Mention""}]"
0,"industry","109_industry3","[{""text"":""Wired telecommunications carriers""},{""text"":""Wireless telecommunications carriers""}]"
0,"type-Comparison","109_type1",false
0,"type-Cause/Effect","109_type1",false
0,"type-Global Pattern","109_type1",true
0,"type","109_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","109_type2",false
0,"type-Cause/Effect","109_type2",false
0,"type-Global Pattern","109_type2",true
0,"type","109_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","109_type3",false
0,"type-Cause/Effect","109_type3",false
0,"type-Global Pattern","109_type3",true
0,"type","109_type3","[{""text"":""Global Pattern""}]"
0,"industry","110_industry1","[{""text"":""Oil and gas extraction""}]"
0,"industry","110_industry2","[{""text"":""Office supply and stationery stores""}]"
0,"industry","110_industry3","[{""text"":""Electronics stores""}]"
0,"type-Comparison","110_type1",false
0,"type-Cause/Effect","110_type1",false
0,"type-Global Pattern","110_type1",true
0,"type","110_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","110_type2",false
0,"type-Cause/Effect","110_type2",false
0,"type-Global Pattern","110_type2",true
0,"type","110_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","110_type3",false
0,"type-Cause/Effect","110_type3",false
0,"type-Global Pattern","110_type3",true
0,"type","110_type3","[{""text"":""Global Pattern""}]"
0,"industry","111_industry1","[]"
0,"industry","111_industry2","[]"
0,"industry","111_industry3","[]"
0,"type-Comparison","111_type1",false
0,"type-Cause/Effect","111_type1",false
0,"type-Global Pattern","111_type1",true
0,"type","111_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","111_type2",false
0,"type-Cause/Effect","111_type2",false
0,"type-Global Pattern","111_type2",true
0,"type","111_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","111_type3",false
0,"type-Cause/Effect","111_type3",false
0,"type-Global Pattern","111_type3",true
0,"type","111_type3","[{""text"":""Global Pattern""}]"
0,"industry","112_industry1","[{""text"":""Community care facilities for the elderly""}]"
0,"industry","112_industry2","[{""text"":""Air transportation""},{""text"":""Coal mining""},{""text"":""Pipeline transportation""},{""text"":""Transportation support (like air traffic control)""},{""text"":""Truck transportation""}]"
0,"industry","112_industry3","[{""text"":""Mortgage and nonmortgage loan brokers""}]"
0,"industry","112_industry4","[{""text"":""Newspaper publishers""}]"
0,"type-Comparison","112_type1",false
0,"type-Cause/Effect","112_type1",false
0,"type-Global Pattern","112_type1",true
0,"type","112_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","112_type2",false
0,"type-Cause/Effect","112_type2",false
0,"type-Global Pattern","112_type2",true
0,"type","112_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","112_type3",false
0,"type-Cause/Effect","112_type3",false
0,"type-Global Pattern","112_type3",true
0,"type","112_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","112_type4",false
0,"type-Cause/Effect","112_type4",false
0,"type-Global Pattern","112_type4",true
0,"type","112_type4","[{""text"":""Global Pattern""}]"
0,"industry","113_industry1","[]"
0,"industry","113_industry2","[]"
0,"industry","113_industry3","[]"
0,"type-Comparison","113_type1",false
0,"type-Cause/Effect","113_type1",false
0,"type-Global Pattern","113_type1",false
0,"type","113_type1","[]"
0,"type-Comparison","113_type2",false
0,"type-Cause/Effect","113_type2",false
0,"type-Global Pattern","113_type2",true
0,"type","113_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","113_type3",false
0,"type-Cause/Effect","113_type3",false
0,"type-Global Pattern","113_type3",true
0,"type","113_type3","[{""text"":""Global Pattern""}]"
0,"industry","114_industry1","[{""text"":""Software publishers""}]"
0,"industry","114_industry2","[{""text"":""Oil and gas extraction""}]"
0,"industry","114_industry3","[{""text"":""Telecommunications resellers, satellite and VoIP""},{""text"":""Wired telecommunications carriers""},{""text"":""Wireless telecommunications carriers""}]"
0,"type-Comparison","114_type1",false
0,"type-Cause/Effect","114_type1",false
0,"type-Global Pattern","114_type1",true
0,"type","114_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","114_type2",true
0,"type-Cause/Effect","114_type2",false
0,"type-Global Pattern","114_type2",false
0,"type","114_type2","[{""text"":""Comparison""}]"
0,"type-Comparison","114_type3",false
0,"type-Cause/Effect","114_type3",false
0,"type-Global Pattern","114_type3",true
0,"type","114_type3","[{""text"":""Global Pattern""}]"
0,"industry","115_industry1","[{""text"":""Pet boarding, grooming and training""}]"
0,"industry","115_industry2","[{""text"":""General medical and surgical hospitals""},{""text"":""Services for the elderly and disabled""}]"
0,"industry","115_industry3","[{""text"":""Graphic design services""}]"
0,"industry","115_industry4","[{""text"":""Nail salons""}]"
0,"industry","115_industry5","[{""text"":""Bookstores and news dealers""}]"
0,"type-Comparison","115_type1",false
0,"type-Cause/Effect","115_type1",false
0,"type-Global Pattern","115_type1",true
0,"type","115_type1","[{""text"":""Global Pattern""}]"
0,"type-Comparison","115_type2",false
0,"type-Cause/Effect","115_type2",false
0,"type-Global Pattern","115_type2",true
0,"type","115_type2","[{""text"":""Global Pattern""}]"
0,"type-Comparison","115_type3",false
0,"type-Cause/Effect","115_type3",false
0,"type-Global Pattern","115_type3",true
0,"type","115_type3","[{""text"":""Global Pattern""}]"
0,"type-Comparison","115_type4",false
0,"type-Cause/Effect","115_type4",false
0,"type-Global Pattern","115_type4",true
0,"type","115_type4","[{""text"":""Global Pattern""}]"
0,"type-Comparison","115_type5",false
0,"type-Cause/Effect","115_type5",false
0,"type-Global Pattern","115_type5",true
0,"type","115_type5","[{""text"":""Global Pattern""}]"
1,"industry","0_industry1","[{""text"":""Barber shops and beauty salons""},{""text"":""Printing and related activities""}]"
1,"industry","0_industry2","[{""text"":""Bookstores and news dealers""},{""text"":""Internet publishing, broadcasting, search""}]"
1,"industry","0_industry3","[{""text"":""Used merchandise stores""}]"
1,"type-Comparison","0_type1",true
1,"type-Cause/Effect","0_type1",false
1,"type-Global Pattern","0_type1",false
